COMP_CODE,COMP_CONM,COMP_NAME,COMP_RAT,COMP_CLAS,COMP_CLAS1,COMP_CLAS2,OLD_PRIC,NEW_PRIC,COMP_PRIC,CURR_JUN06,COMP_DESC,COMP_PRNT,JUN06
KCSD613C,KAYCEE,SELECTOR SWITCH (DC),600A,3 POLE(2 WAY WITH OFF),ROTARY TYPE,,39637.50,0.00,39637.50,31710.00,600A ROT 3P(2 WAY WITH OFF),600A 3P(2 WAY WITH OFF) SEL. SWITCH,0.00
KCSD613D,KAYCEE,SELECTOR SWITCH (DC),600A,3 POLE(3 WAY WITH OFF),ROTARY TYPE,,40243.75,0.00,40243.75,32195.00,600A ROT 3P(3 WAY WITH OFF),600A 3P(3 WAY WITH OFF) SEL. SWITCH,0.00
KCSD613E,KAYCEE,SELECTOR SWITCH (DC),600A,3 POLE(4 WAY NO OFF),ROTARY TYPE,,41250.00,0.00,41250.00,33000.00,600A ROT 3P(4 WAY NO OFF),600A 3P(4 WAY NO OFF) SEL. SWITCH,0.00
KCSD614A,KAYCEE,SELECTOR SWITCH (DC),600A,4 POLE(ON/OFF),ROTARY TYPE,,23781.25,0.00,23781.25,19025.00,600A ROT 4P(ON/OFF),600A 4P(ON/OFF) SEL. SWITCH,0.00
KCSD614C,KAYCEE,SELECTOR SWITCH (DC),600A,4 POLE(2 WAY WITH OFF),ROTARY TYPE,,40500.00,0.00,40500.00,32400.00,600A ROT 4P(2 WAY WITH OFF),600A 4P(2 WAY WITH OFF) SEL. SWITCH,0.00
KCSXBP60,KAYCEE,S/SW ACCESSORIES,UPTO 60A,BLOCKED POSITION,,,28.75,0.00,28.75,23.00,BLOCKED POSITION,,0.00
KCSXBP61,KAYCEE,S/SW ACCESSORIES,100-600A,BLOCKED POSITION,,,121.25,0.00,121.25,97.00,BLOCKED POSITION,,0.00
KCSXCD,KAYCEE,S/SW ACCESSORIES,,CUBICLE DOOR INTERLOCK(CAM),,,146.25,0.00,146.25,117.00,CUBICLE DOOR INTERLOCK(CAM),,0.00
KCSXCD60,KAYCEE,S/SW ACCESSORIES,UPTO 60A,CUBICLE DOOR INTERLOCK NON-LOCKABLE TYPE,,,146.38,0.00,146.38,117.10,CUBICLE DOOR INTERLOCK,,0.00
KCSXCD61,KAYCEE,S/SW ACCESSORIES,100-600A,CUBICLE DOOR INTERLOCK NON-LOCKABLE TYPE,,,275.00,0.00,275.00,220.00,CUBICLE DOOR INTERLOCK,,0.00
KCSXIL,KAYCEE,S/SW ACCESSORIES,,INDICATING PLATE(CAM),,,28.75,0.00,28.75,23.00,INDICATING PLATE(CAM),,0.00
KCSXIL60,KAYCEE,S/SW ACCESSORIES,UPTO 60A,INDICATING PLATE,,,28.75,0.00,28.75,23.00,INDICATING PLATE,,0.00
KCSXIL61,KAYCEE,S/SW ACCESSORIES,100-600A,INDICATING PLATE,,,66.25,0.00,66.25,53.00,INDICATING PLATE,,0.00
KCSXKH,KAYCEE,S/SW ACCESSORIES,,KNOB HANDLE(CAM),,,15.00,0.00,15.00,12.00,KNOB HANDLE(CAM),,0.00
KCSXKL,KAYCEE,S/SW ACCESSORIES,,KEY LOCKABLE(CAM),,,290.00,0.00,290.00,232.00,KEY LOCKABLE(CAM),,0.00
KCSXKL60,KAYCEE,S/SW ACCESSORIES,UPTO 60A,KEY LOCKABLE,,,290.00,0.00,290.00,232.00,KEY LOCKABLE,,0.00
KCSXKL61,KAYCEE,S/SW ACCESSORIES,100-600A,KEY LOCKABLE,,,468.75,0.00,468.75,375.00,KEY LOCKABLE,,0.00
KCSXKN60,KAYCEE,S/SW ACCESSORIES,UPTO 60A,KNOB,,,22.50,0.00,22.50,18.00,KNOB,,0.00
KCSXKN61,KAYCEE,S/SW ACCESSORIES,100-600A,KNOB,,,60.00,0.00,60.00,48.00,KNOB,,0.00
KCTO01,KAYCEE,TOGGLE SWITCH,1 POLE,,,,52.50,0.00,52.50,42.00,1 POLE,TOGGLE SWITCH,0.00
KCTO02,KAYCEE,TOGGLE SWITCH,2 POLE,,,,80.00,0.00,80.00,64.00,2 POLE,TOGGLE SWITCH,0.00
KCTT03,KAYCEE,TIME TOTALISER,4 DIGIT,,,,1500.00,0.00,1500.00,1200.00,OBSELETE,TIME TOTALISER -DC,0.00
KCTT04,KAYCEE,TIME TOTALISER,4 DIGIT,MTT7/HZ,,MTT5/HZ PANEL,687.50,0.00,687.50,550.00,MTT5/HZ PANEL MOUNTED 220VAC-48X48X40MM,TIME TOTALISER,0.00
KCVS1201,KAYCEE,VSS,12A,4 POSITION,TYPE 3T39VP,,147.50,0.00,147.50,118.00,12A 4 POSITION,VOLTMETER SELECTOR SWITCH,0.00
KCVS1202,KAYCEE,VSS,12A,8 POSITION,TYPE 4T44VPN,,270.00,0.00,270.00,216.00,12A 8 POSITION,VOLTMETER SELECTOR SWITCH,0.00
LSTF1101,LOGICSTAT,CONTROL T/F,"100VA ,1 PHASE",INSULATION CLASS E,,,630.00,0.00,630.00,300.00,100VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1102,LOGICSTAT,CONTROL T/F,"100VA ,1 PHASE",INSULATION CLASS B,,,605.00,0.00,605.00,345.00,100VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1103,LOGICSTAT,CONTROL T/F,"100VA ,1 PHASE",CAST RESIN,,,709.00,0.00,709.00,405.00,100VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF1201,LOGICSTAT,CONTROL T/F,"1000VA ,1 PHASE",INSULATION CLASS E,,,5280.00,0.00,5280.00,2700.00,1000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1202,LOGICSTAT,CONTROL T/F,"1000VA ,1 PHASE",INSULATION CLASS B,,,5060.00,0.00,5060.00,3105.00,1000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1203,LOGICSTAT,CONTROL T/F,"1000VA ,1 PHASE",CAST RESIN,,,5940.00,0.00,5940.00,3645.00,1000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF1301,LOGICSTAT,CONTROL T/F,"10000VA ,1 PHASE",INSULATION CLASS E,,,27240.00,0.00,27240.00,14000.00,10000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1302,LOGICSTAT,CONTROL T/F,"10000VA ,1 PHASE",INSULATION CLASS B,,,26105.00,0.00,26105.00,16100.00,10000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1303,LOGICSTAT,CONTROL T/F,"10000VA ,1 PHASE",CAST RESIN,,,30645.00,0.00,30645.00,18900.00,10000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF1401,LOGICSTAT,CONTROL T/F,"1250VA ,1 PHASE",INSULATION CLASS E,,,5820.00,0.00,5820.00,3000.00,1250VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1402,LOGICSTAT,CONTROL T/F,"1250VA ,1 PHASE",INSULATION CLASS B,,,5578.00,0.00,5578.00,3450.00,1250VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1403,LOGICSTAT,CONTROL T/F,"1250VA ,1 PHASE",CAST RESIN,,,6548.00,0.00,6548.00,4050.00,1250VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF1601,LOGICSTAT,CONTROL T/F,"150VA ,1 PHASE",INSULATION CLASS E,,,1020.00,0.00,1020.00,500.00,150VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1602,LOGICSTAT,CONTROL T/F,"150VA ,1 PHASE",INSULATION CLASS B,,,978.00,0.00,978.00,575.00,150VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1603,LOGICSTAT,CONTROL T/F,"150VA ,1 PHASE",CAST RESIN,,,1148.00,0.00,1148.00,675.00,150VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF1701,LOGICSTAT,CONTROL T/F,"1500VA ,1 PHASE",INSULATION CLASS E,,,6600.00,0.00,6600.00,3400.00,1500VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF1702,LOGICSTAT,CONTROL T/F,"1500VA ,1 PHASE",INSULATION CLASS B,,,6325.00,0.00,6325.00,3910.00,1500VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF1703,LOGICSTAT,CONTROL T/F,"1500VA ,1 PHASE",CAST RESIN,,,7425.00,0.00,7425.00,4590.00,1500VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF2101,LOGICSTAT,CONTROL T/F,"200VA ,1 PHASE",INSULATION CLASS E,,,1200.00,0.00,1200.00,575.00,200VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF2102,LOGICSTAT,CONTROL T/F,"200VA ,1 PHASE",INSULATION CLASS B,,,1150.00,0.00,1150.00,661.00,200VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF2103,LOGICSTAT,CONTROL T/F,"200VA ,1 PHASE",CAST RESIN,,,1350.00,0.00,1350.00,776.00,200VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF2201,LOGICSTAT,CONTROL T/F,"2000VA ,1 PHASE",INSULATION CLASS E,,,7320.00,0.00,7320.00,3750.00,2000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF2202,LOGICSTAT,CONTROL T/F,"2000VA ,1 PHASE",INSULATION CLASS B,,,7015.00,0.00,7015.00,4313.00,2000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF2203,LOGICSTAT,CONTROL T/F,"2000VA ,1 PHASE",CAST RESIN,,,8235.00,0.00,8235.00,5063.00,2000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF2701,LOGICSTAT,CONTROL T/F,"2500VA ,1 PHASE",INSULATION CLASS E,,,8700.00,0.00,8700.00,4400.00,2500VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF2702,LOGICSTAT,CONTROL T/F,"2500VA ,1 PHASE",INSULATION CLASS B,,,8338.00,0.00,8338.00,5060.00,2500VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF2703,LOGICSTAT,CONTROL T/F,"2500VA ,1 PHASE",CAST RESIN,,,9788.00,0.00,9788.00,5940.00,2500VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF3101,LOGICSTAT,CONTROL T/F,"300VA ,1 PHASE",INSULATION CLASS E,,,1620.00,0.00,1620.00,800.00,300VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF3102,LOGICSTAT,CONTROL T/F,"300VA ,1 PHASE",INSULATION CLASS B,,,1553.00,0.00,1553.00,920.00,300VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF3103,LOGICSTAT,CONTROL T/F,"300VA ,1 PHASE",CAST RESIN,,,1823.00,0.00,1823.00,1145.00,300VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF3201,LOGICSTAT,CONTROL T/F,"3000VA ,1 PHASE",INSULATION CLASS E,,,9360.00,0.00,9360.00,4800.00,3000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF3202,LOGICSTAT,CONTROL T/F,"3000VA ,1 PHASE",INSULATION CLASS B,,,8970.00,0.00,8970.00,5520.00,3000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF3203,LOGICSTAT,CONTROL T/F,"3000VA ,1 PHASE",CAST RESIN,,,10530.00,0.00,10530.00,6480.00,3000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF3701,LOGICSTAT,CONTROL T/F,"3500VA ,1 PHASE",INSULATION CLASS E,,,11100.00,0.00,11100.00,5700.00,3500VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF3702,LOGICSTAT,CONTROL T/F,"3500VA ,1 PHASE",INSULATION CLASS B,,,10638.00,0.00,10638.00,6555.00,3500VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF3703,LOGICSTAT,CONTROL T/F,"3500VA ,1 PHASE",CAST RESIN,,,12488.00,0.00,12488.00,7695.00,3500VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF4101,LOGICSTAT,CONTROL T/F,"400VA ,1 PHASE",INSULATION CLASS E,,,2040.00,0.00,2040.00,1000.00,400VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF4102,LOGICSTAT,CONTROL T/F,"400VA ,1 PHASE",INSULATION CLASS B,,,1955.00,0.00,1955.00,1150.00,400VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF4103,LOGICSTAT,CONTROL T/F,"400VA ,1 PHASE",CAST RESIN,,,2295.00,0.00,2295.00,1350.00,400VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF4201,LOGICSTAT,CONTROL T/F,"4000VA ,1 PHASE",INSULATION CLASS E,,,12480.00,0.00,12480.00,6400.00,4000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF4202,LOGICSTAT,CONTROL T/F,"4000VA ,1 PHASE",INSULATION CLASS B,,,11960.00,0.00,11960.00,7360.00,4000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF4203,LOGICSTAT,CONTROL T/F,"4000VA ,1 PHASE",CAST RESIN,,,14040.00,0.00,14040.00,8640.00,4000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF5001,LOGICSTAT,CONTROL T/F,"50VA ,1 PHASE",INSULATION CLASS E,,,420.00,0.00,420.00,200.00,50VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF5002,LOGICSTAT,CONTROL T/F,"50VA ,1 PHASE",INSULATION CLASS B,,,403.00,0.00,403.00,235.00,50VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF5003,LOGICSTAT,CONTROL T/F,"50VA ,1 PHASE",CAST RESIN,,,473.00,0.00,473.00,270.00,50VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF5101,LOGICSTAT,CONTROL T/F,"500VA ,1 PHASE",INSULATION CLASS E,,,2400.00,0.00,2400.00,1150.00,500VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF5102,LOGICSTAT,CONTROL T/F,"500VA ,1 PHASE",INSULATION CLASS B,,,2300.00,0.00,2300.00,1322.00,500VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF5103,LOGICSTAT,CONTROL T/F,"500VA ,1 PHASE",CAST RESIN,,,2700.00,0.00,2700.00,1553.00,500VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF5201,LOGICSTAT,CONTROL T/F,"5000VA ,1 PHASE",INSULATION CLASS E,,,14640.00,0.00,14640.00,7500.00,5000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF5202,LOGICSTAT,CONTROL T/F,"5000VA ,1 PHASE",INSULATION CLASS B,,,14030.00,0.00,14030.00,8625.00,5000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF5203,LOGICSTAT,CONTROL T/F,"5000VA ,1 PHASE",CAST RESIN,,,16470.00,0.00,16470.00,10125.00,5000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF6101,LOGICSTAT,CONTROL T/F,"600VA ,1 PHASE",INSULATION CLASS E,,,2580.00,0.00,2580.00,1300.00,600VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF6102,LOGICSTAT,CONTROL T/F,"600VA ,1 PHASE",INSULATION CLASS B,,,2473.00,0.00,2473.00,1495.00,600VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF6103,LOGICSTAT,CONTROL T/F,"600VA ,1 PHASE",CAST RESIN,,,2903.00,0.00,2903.00,1945.00,600VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF6201,LOGICSTAT,CONTROL T/F,"6000VA ,1 PHASE",INSULATION CLASS E,,,18600.00,0.00,18600.00,9500.00,6000VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF6202,LOGICSTAT,CONTROL T/F,"6000VA ,1 PHASE",INSULATION CLASS B,,,17825.00,0.00,17825.00,10925.00,6000VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF6203,LOGICSTAT,CONTROL T/F,"6000VA ,1 PHASE",CAST RESIN,,,20925.00,0.00,20925.00,12825.00,6000VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF7501,LOGICSTAT,CONTROL T/F,"75VA ,1 PHASE",INSULATION CLASS E,,,5700.00,0.00,5700.00,275.00,75VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF7502,LOGICSTAT,CONTROL T/F,"75VA ,1 PHASE",INSULATION CLASS B,,,5463.00,0.00,5463.00,315.00,75VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF7503,LOGICSTAT,CONTROL T/F,"75VA ,1 PHASE",CAST RESIN,,,6413.00,0.00,6413.00,371.00,75VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF7601,LOGICSTAT,CONTROL T/F,"750VA ,1 PHASE",INSULATION CLASS E,,,3360.00,0.00,3360.00,1700.00,750VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF7602,LOGICSTAT,CONTROL T/F,"750VA ,1 PHASE",INSULATION CLASS B,,,3220.00,0.00,3220.00,1955.00,750VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF7603,LOGICSTAT,CONTROL T/F,"750VA ,1 PHASE",CAST RESIN,,,3780.00,0.00,3780.00,2095.00,750VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LSTF7701,LOGICSTAT,CONTROL T/F,"7500VA ,1 PHASE",INSULATION CLASS E,,,23580.00,0.00,23580.00,12000.00,7500VA CLASS E,1 PHASE CONTROL T/F,0.00
LSTF7702,LOGICSTAT,CONTROL T/F,"7500VA ,1 PHASE",INSULATION CLASS B,,,22598.00,0.00,22598.00,13800.00,7500VA CLASS B,1 PHASE CONTROL T/F,0.00
LSTF7703,LOGICSTAT,CONTROL T/F,"7500VA ,1 PHASE",CAST RESIN,,,26528.00,0.00,26528.00,16200.00,7500VA CAST RESIN,1 PHASE CONTROL T/F,0.00
LTSP,L&T,SPPR,,TYPE ES100,,,2200.00,0.00,2200.00,1735.00,TYPE ES100,SPPR,0.00
LTTIELET,L&T,TIMER ELECTRONICS,36-120SEC.,ET-100,,,2280.00,0.00,2280.00,1340.00,36-120SEC. ET-100,ELECTRONIC TIMER,0.00
LTTISWQT,L&T,TIMER SWITCH,,TSQ-100,"QT,QW",,2200.00,0.00,2200.00,1664.00,TSQ-100,TIMER SWITCH,0.00
LTTISWQW,L&T,TIMER SWITCH,,TSQ-100,"QTT,QWT",,2400.00,0.00,2400.00,1710.00,TSQ-100,TIMER SWITCH,0.00
LTTISY11,L&T,TIMER SYNCHRONOUS,UPTO 120SEC,EM-1000,,,2000.00,0.00,2000.00,1485.00,UPTO 120SEC EM-1000,SYNCHRONOUS TIMER,0.00
LTTISY12,L&T,TIMER SYNCHRONOUS,UPTO 120MIN,EM-1000,,,2200.00,0.00,2200.00,1607.00,UPTO 120MIN EM-1000,SYNCHRONOUS TIMER,0.00
LTTISY13,L&T,TIMER SYNCHRONOUS,UPTO 12 HRS,EM-1000,,,2400.00,0.00,2400.00,1780.00,UPTO 12 HRS EM-1000,SYNCHRONOUS TIMER,0.00
LTTISY14,L&T,TIMER SYNCHRONOUS,UPTO 120 HRS,EM-1000,,,2700.00,0.00,2700.00,1902.00,UPTO 120 HRS EM-1000,SYNCHRONOUS TIMER,0.00
LTTISY15,L&T,TIMER SYNCHRONOUS,UPTO 12 HRS,"EM-1000,MULTI RANGE",,,2350.00,0.00,2350.00,2025.00,"UPTO 12 HRS EM-1000,MULTI RANGE",SYNCHRONOUS TIMER,0.00
LTTISY20,L&T,TIMER SYNCHRONOUS,UPTO 120SEC.,EM-2000,"UPTO 120 SEC,ON DELAY",,1200.00,0.00,1200.00,761.00,UPTO 120SEC. EM-2000,SYNCHRONOUS TIMER,0.00
LTTM,L&T,THERMISTOR MOTOR PROTECTION RELAY,,TYPE EP100,,,3718.00,0.00,3718.00,2200.00,TYPE EP100-OBSELETE,THERMISTOR MOTOR PROTECTION RELAY,0.00
MDMC0101,MDS,MCB,1A,"SP  - 3KA ,LOADSTER TYPE",,,263.00,0.00,321.00,322.00,1A SP 3KA  LOADSTER,SP MCB,0.00
MDMC0107,MDS,MCB,1A,"SP  ,AC ,9KA LOADKONTAKT TYPE",,,263.00,0.00,321.00,206.00,1A SP AC 9KA LOADKONTAKT,SP MCB,0.00
MDMC0108,MDS,MCB,1A,"SPN ,AC ,9KA LOADKONTAKT TYPE",,,578.00,0.00,852.00,515.00,1A SPN AC 9KA LOADKONTAKT,SPN MCB,0.00
MDMC0109,MDS,MCB,1A,"DP  ,AC ,9KA LOADKONTAKT TYPE",,,686.00,0.00,898.00,560.00,1A DP  AC 9KA LOADKONTAKT,DP MCB,0.00
MDMC0110,MDS,MCB,1A,"TP  ,AC ,9KA LOADKONTAKT TYPE",,,929.00,0.00,1237.00,854.00,1A TP  AC 9KA LOADKONTAKT,TP MCB,0.00
MDMC0111,C&S,MCB,1A,"TPN ,AC ,9KA LOADKONTAKT TYPE",,,1251.00,0.00,1597.00,1082.00,1A TPN AC 9KA LOADKONTAKT,TPN MCB,0.00
MDMC0112,MDS,MCB,1A,"4P  ,AC ,9KA LOADKONTAKT TYPE",,,1378.00,0.00,1702.00,1082.00,1A 4P  AC 9KA LOADKONTAKT,4P MCB,0.00
MDMC0113,MDS,MCB,1A,"SP  ,DC ,9KA LOADKONTAKT TYPE",,,314.00,0.00,321.00,298.00,1A SP  DC 2.5KA LOADKONTAKT,SP DC MCB,0.00
MDMC0114,MDS,MCB,1A,"DP  ,DC ,9KA LOADKONTAKT TYPE",,,721.00,0.00,898.00,618.00,1A DP  DC 2.5KA LOADKONTAKT,DP DC MCB,0.00
MDMC0201,MDS,MCB,2A,"SP  - 3KA ,LOADSTER TYPE",,,263.00,0.00,321.00,322.00,2A SP 3KA  LOADSTER,SP MCB,0.00
MDMC0207,MDS,MCB,2A,"SP  ,AC ,9KA LOADKONTAKT TYPE",,,263.00,0.00,321.00,206.00,2A SP  AC 9KA LOADKONTAKT,SP MCB,0.00
MDMC0208,MDS,MCB,2A,"SPN ,AC ,9KA LOADKONTAKT TYPE",,,578.00,0.00,852.00,514.00,2A SPN AC 9KA LOADKONTAKT,SPN MCB,0.00
MDMC0209,MDS,MCB,2A,"DP  ,AC ,9KA LOADKONTAKT TYPE",,,686.00,0.00,898.00,560.00,2A DP  AC 9KA LOADKONTAKT,DP MCB,0.00
MDMC0210,MDS,MCB,2A,"TP  ,AC ,9KA LOADKONTAKT TYPE",,,929.00,0.00,1237.00,854.00,2A TP  AC 9KA LOADKONTAKT,TP MCB,0.00
MDMC0211,MDS,MCB,2A,"TPN ,AC ,9KA LOADKONTAKT TYPE",,,1251.00,0.00,1597.00,1082.00,2A TPN AC 9KA LOADKONTAKT,TPN MCB,0.00
MDMC0212,MDS,MCB,2A,"4P  ,AC ,9KA LOADKONTAKT TYPE",,,1378.00,0.00,1702.00,1082.00,2A 4P  AC 9KA LOADKONTAKT,4P MCB,0.00
MDMC0213,MDS,MCB,2A,"SP  ,DC ,9KA LOADKONTAKT TYPE",,,314.00,0.00,321.00,298.00,2A SP  DC 2.5KA LOADKONTAKT,SP DC MCB,0.00
MDMC0214,MDS,MCB,2A,"DP  ,DC ,9KA LOADKONTAKT TYPE",,,721.00,0.00,898.00,618.00,2A DP  DC 2.5KA LOADKONTAKT,DP DC MCB,0.00
MDMC0307,MDS,MCB,3A,"SP  ,AC ,9KA LOADKONTAKT TYPE",,,263.00,0.00,321.00,206.00,3A SP  AC 9KA LOADKONTAKT,SP MCB,0.00
MDMC0308,MDS,MCB,3A,"SPN ,AC ,9KA LOADKONTAKT TYPE",,,578.00,0.00,852.00,514.00,3A SPN AC 9KA LOADKONTAKT,SPN MCB,0.00
MDMC0309,MDS,MCB,3A,"DP  ,AC ,9KA LOADKONTAKT TYPE",,,686.00,0.00,898.00,490.00,3A DP  AC 9KA LOADKONTAKT,DP MCB,0.00
MDMC0310,MDS,MCB,3A,"TP  ,AC ,9KA LOADKONTAKT TYPE",,,929.00,0.00,1237.00,854.00,3A TP  AC 9KA LOADKONTAKT,TP MCB,0.00
MDMC0311,MDS,MCB,3A,"TPN ,AC ,9KA LOADKONTAKT TYPE",,,1251.00,0.00,1597.00,1082.00,3A TPN AC 9KA LOADKONTAKT,TPN MCB,0.00
MDMC0312,MDS,MCB,3A,"4P  ,AC ,9KA LOADKONTAKT TYPE",,,1378.00,0.00,1702.00,1082.00,3A 4P  AC 9KA LOADKONTAKT,4P MCB,0.00
MDMC0313,MDS,MCB,3A,"SP  ,DC ,9KA LOADKONTAKT TYPE",,,314.00,0.00,321.00,298.00,3A SP  DC 2.5KA LOADKONTAKT,SP DC MCB,0.00
MDMC0314,MDS,MCB,3A,"DP  ,DC ,9KA LOADKONTAKT TYPE",,,721.00,0.00,898.00,618.00,3A DP  DC 2.5KA LOADKONTAKT,DP DC MCB,0.00
MDMC0407,MDS,MCB,4A,"SP  ,AC ,9KA LOADKONTAKT TYPE",,,263.00,0.00,321.00,206.00,4A SP  AC 9KA LOADKONTAKT,SP MCB,0.00
MDMC0408,MDS,MCB,4A,"SPN ,AC ,9KA LOADKONTAKT TYPE",,,578.00,0.00,852.00,514.00,4A SPN AC 9KA LOADKONTAKT,SPN MCB,0.00
MDMC0409,MDS,MCB,4A,"DP  ,AC ,9KA LOADKONTAKT TYPE",,,686.00,0.00,898.00,560.00,4A DP  AC 9KA LOADKONTAKT,DP MCB,0.00
MDMC0410,MDS,MCB,4A,"TP  ,AC ,9KA LOADKONTAKT TYPE",,,929.00,0.00,1237.00,854.00,4A TP  AC 9KA LOADKONTAKT,TP MCB,0.00
MDMC0411,MDS,MCB,4A,"TPN ,AC ,9KA LOADKONTAKT TYPE",,,1251.00,0.00,1597.00,1082.00,4A TPN AC 9KA LOADKONTAKT,TPN MCB,0.00
MDMC0412,MDS,MCB,4A,"4P  ,AC ,9KA LOADKONTAKT TYPE",,,1378.00,0.00,1702.00,1082.00,4A 4P  AC 9KA LOADKONTAKT,4P MCB,0.00
MDMC0413,MDS,MCB,4A,"SP  ,DC ,9KA LOADKONTAKT TYPE",,,314.00,0.00,321.00,298.00,4A SP  DC 2.5KA LOADKONTAKT,SP DC MCB,0.00
MDMC0414,MDS,MCB,4A,"DP  ,DC ,9KA LOADKONTAKT TYPE",,,721.00,0.00,898.00,618.00,4A DP  DC 2.5KA LOADKONTAKT,DP DC MCB,0.00
MDMC0501,MDS,MCB,5A,"SP  - 3KA ,LOADSTER TYPE",,,263.00,0.00,321.00,194.00,5A SP  - 3KA  LOADSTER,SP MCB,0.00
MDMC0502,MDS,MCB,5A,"SPN - 3KA ,LOADSTER TYPE",,,578.00,0.00,852.00,495.00,5A SPN - 3KA  LOADSTER,SPN MCB,0.00
MDMC0503,MDS,MCB,5A,"DP  - 3KA ,LOADSTER TYPE",,,686.00,0.00,898.00,495.00,5A DP  - 3KA  LOADSTER,DP MCB,0.00
MDMC0504,MDS,MCB,5A,"TP  - 3KA ,LOADSTER TYPE",,,929.00,0.00,1237.00,800.00,5A TP  - 3KA  LOADSTER,TP MCB,0.00
MDMC0505,MDS,MCB,5A,"TPN - 3KA ,LOADSTER TYPE",,,1251.00,0.00,1597.00,1058.00,5A TPN - 3KA  LOADSTER,TPN MCB,0.00
MDMC0506,MDS,MCB,5A,"4P  - 3KA ,LOADSTER TYPE",,,1378.00,0.00,1702.00,1058.00,5A 4P  - 3KA  LOADSTER,4P MCB,0.00
MDMC0607,MDS,MCB,6A,"SP  ,AC ,9KA LOADKONTAKT TYPE",,,173.00,0.00,197.00,146.00,6A SP  AC 9KA LOADKONTAKT,SP MCB,0.00
MDMC0608,MDS,MCB,6A,"SPN ,AC ,9KA LOADKONTAKT TYPE",,,520.00,0.00,852.00,385.00,6A SPN AC 9KA LOADKONTAKT,SPN MCB,0.00
